ADVERTISER,BRAND,MEDIA_GROUP,MEDIA,MEDIA_OWNER,DOW,NATIONAL/LOCAL,MARKET,PROGRAM,PROGRAM_GENRE,DAYPART,PROPERTY,JAN_2025__$,JAN_2025__UNITS,FEB_2025__$,FEB_2025__UNITS,MAR_2025__$,MAR_2025__UNITS,APR_2025__$,APR_2025__UNITS,MAY_2025__$,MAY_2025__UNITS,JUNE_2025__$,JUNE_2025__UNITS,JUL_2025__$,JUL_2025__UNITS,AUG_2025__$,AUG_2025__UNITS,SEPT_2025__$,SEPT_2025__UNITS,OCT_2025__$,OCT_2025__UNITS,TOTAL_$,TOTAL_UNITS
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Monday,NATIONAL,* TOTAL US,ARMAGEDDON MOVIE,ENTERTAINMENT,Early Morning,FX,,,,,,,,,,,,,,,166,1,,,,,166,1
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Monday,NATIONAL,* TOTAL US,ARMAGEDDON MOVIE,ENTERTAINMENT,Morning,FX,,,,,,,,,,,,,,,166,1,,,,,166,1
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Monday,NATIONAL,* TOTAL US,AVPR: ALIENS VS. PREDATO,ENTERTAINMENT,Morning,FX,,,,,,,,,,,,,,,,,,,611,1,611,1
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Monday,NATIONAL,* TOTAL US,BOB'S BURGERS,ENTERTAINMENT,Afternoon,FXX,,,,,,,,,,,,,,,83,1,,,,,83,1
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Monday,NATIONAL,* TOTAL US,BOB'S BURGERS,ENTERTAINMENT,Early Fringe,FXX,,,,,,,,,,,,,,,,,,,486,2,486,2
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Monday,NATIONAL,* TOTAL US,CHARLIE'S ANGELS MOVIE,ENTERTAINMENT,Morning,FX,,,,,,,,,,,,,,,,,,,611,1,611,1
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Monday,NATIONAL,* TOTAL US,CHARLIE'S ANGELS MOVIE,ENTERTAINMENT,Afternoon,FX,,,,,,,,,,,,,,,,,,,611,1,611,1
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Monday,NATIONAL,* TOTAL US,COLLEGE FOOTBALL GM,SPORTS,Prime Time,ESPN,,,,,,,,,,,,,,,,,"24,121",1,,,"24,121",1
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Monday,NATIONAL,* TOTAL US,COLLEGE FOOTBALL GM,SPORTS,Prime Time,SEC,,,,,,,,,,,,,,,,,189,1,570,6,759,7
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Monday,NATIONAL,* TOTAL US,COLLEGE FOOTBALL GM,SPORTS,Late News,SEC,,,,,,,,,,,,,,,,,285,3,285,3,570,6
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Monday,NATIONAL,* TOTAL US,COLLEGE FOOTBALL GM,SPORTS,Late Fringe,SEC,,,,,,,,,,,,,,,,,95,1,,,95,1
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Monday,NATIONAL,* TOTAL US,COLLEGE FOOTBALL GM,SPORTS,Overnight,ESPN,,,,,,,,,,,,,,,,,"1,191",1,,,"1,191",1
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Monday,NATIONAL,* TOTAL US,COLLEGE FOOTBALL LIVE,SPORTS,Late News,ESP2,,,,,,,,,,,,,,,,,191,1,,,191,1
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Monday,NATIONAL,* TOTAL US,DARK PHOENIX,ENTERTAINMENT,Afternoon,FXX,,,,,,,,,,,,,,,,,"1,156",4,,,"1,156",4
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Monday,NATIONAL,* TOTAL US,DIE HARD WITH A VENGEANC,ENTERTAINMENT,Afternoon,FX,,,,,,,,,,,,,564,2,,,,,,,564,2
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Monday,NATIONAL,* TOTAL US,EMPTY MAN,ENTERTAINMENT,Morning,FXX,,,,,,,,,,,,,,,,,,,172,1,172,1
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Monday,NATIONAL,* TOTAL US,FAMILY GUY,ENTERTAINMENT,Afternoon,FXX,,,,,,,,,,,,,,,,,86,1,,,86,1
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Monday,NATIONAL,* TOTAL US,FAMILY GUY,ENTERTAINMENT,Prime Time,FXX,,,,,,,,,,,,,,,,,996,2,,,996,2
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Monday,NATIONAL,* TOTAL US,FAMILY GUY,ENTERTAINMENT,Late News,FXX,,,,,,,,,,,,,235,1,,,,,,,235,1
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Monday,NATIONAL,* TOTAL US,FAMILY GUY,ENTERTAINMENT,Overnight,FXX,,,,,,,,,,,,,,,,,,,186,1,186,1
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Monday,NATIONAL,* TOTAL US,FIRST OMEN,ENTERTAINMENT,Morning,FX,,,,,,,,,,,,,,,,,,,"1,222",2,"1,222",2
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Monday,NATIONAL,* TOTAL US,FUTURAMA,ENTERTAINMENT,Late Fringe,FXX,,,,,,,,,,,,,,,416,2,,,,,416,2
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Monday,NATIONAL,* TOTAL US,FUTURAMA,ENTERTAINMENT,Overnight,FXX,,,,,,,,,,,,,470,2,,,,,,,470,2
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Monday,NATIONAL,* TOTAL US,GOOSEBUMPS 2: HAUNTED HA,ENTERTAINMENT,Morning,FX,,,,,,,,,,,,,,,,,,,611,1,611,1
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Monday,NATIONAL,* TOTAL US,KING OF THE HILL,ENTERTAINMENT,Overnight,FXX,,,,,,,,,,,,,,,,,266,2,,,266,2
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Monday,NATIONAL,* TOTAL US,MONDAY NIGHT COUNTDOWN,SPORTS,Prime Access,ESPN,,,,,,,,,,,,,,,,,,,"15,450",1,"15,450",1
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Monday,NATIONAL,* TOTAL US,MONDAY NIGHT KICKOFF,SPORTS,Prime Access,ESPN,,,,,,,,,,,,,,,,,"364,990",1,,,"364,990",1
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Monday,NATIONAL,* TOTAL US,NIGHT HOUSE,ENTERTAINMENT,Morning,FXX,,,,,,,,,,,,,,,,,,,258,2,258,2
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Monday,NATIONAL,* TOTAL US,PAUL FINEBAUM SHOW,ENTERTAINMENT,Afternoon,SEC,,,,,,,,,,,,,,,,,340,1,510,3,850,4
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Monday,NATIONAL,* TOTAL US,PAUL FINEBAUM SHOW,ENTERTAINMENT,Early Fringe,SEC,,,,,,,,,,,,,,,,,"1,190",4,"1,360",8,"2,550",12
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Monday,NATIONAL,* TOTAL US,PAUL FINEBAUM SHOW,ENTERTAINMENT,Early News,SEC,,,,,,,,,,,,,,,,,170,1,850,4,"1,020",5
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Monday,NATIONAL,* TOTAL US,PROMETHEUS,ENTERTAINMENT,Afternoon,FX,,,,,,,,,,,,,,,,,,,"1,222",2,"1,222",2
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Monday,NATIONAL,* TOTAL US,READ & REACT,SPORTS,Prime Access,SEC,,,,,,,,,,,,,,,,,298,2,150,2,448,4
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Monday,NATIONAL,* TOTAL US,READ & REACT,SPORTS,Prime Time,SEC,,,,,,,,,,,,,,,,,149,1,224,2,373,3
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Monday,NATIONAL,* TOTAL US,SATURDAY NIGHT FOOTBALL,SPORTS,Prime Time,SEC,,,,,,,,,,,,,,,,,95,1,,,95,1
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Monday,NATIONAL,* TOTAL US,SATURDAY NIGHT FOOTBALL,SPORTS,Late News,SEC,,,,,,,,,,,,,,,,,95,1,,,95,1
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Monday,NATIONAL,* TOTAL US,SATURDAY NIGHT FOOTBALL,SPORTS,Late Fringe,SEC,,,,,,,,,,,,,,,,,189,1,,,189,1
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Monday,NATIONAL,* TOTAL US,SEC FOOTBALL FINAL,SPORTS,Early Morning,SEC,,,,,,,,,,,,,,,,,,,151,1,151,1
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Monday,NATIONAL,* TOTAL US,SEC FOOTBALL FINAL,SPORTS,Morning,SEC,,,,,,,,,,,,,,,,,680,4,680,3,"1,360",7
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Monday,NATIONAL,* TOTAL US,SEC FOOTBALL FINAL,SPORTS,Afternoon,SEC,,,,,,,,,,,,,,,,,170,1,,,170,1
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Monday,NATIONAL,* TOTAL US,SEC IN 60,SPORTS,Prime Time,SEC,,,,,,,,,,,,,,,,,402,5,134,1,536,6
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Monday,NATIONAL,* TOTAL US,SEC NOW,SPORTS,Early Morning,SEC,,,,,,,,,,,,,,,,,151,1,,,151,1
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Monday,NATIONAL,* TOTAL US,SEC NOW,SPORTS,Afternoon,SEC,,,,,,,,,,,,,,,,,"3,915",15,,,"3,915",15
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Monday,NATIONAL,* TOTAL US,SEC NOW: OPEN MIC,SPORTS,Afternoon,SEC,,,,,,,,,,,,,,,,,302,2,"1,812",12,"2,114",14
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Monday,NATIONAL,* TOTAL US,SEC THIS MORNING,SPORTS,Early Morning,SEC,,,,,,,,,,,,,,,,,76,1,,,76,1
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Monday,NATIONAL,* TOTAL US,SEC THIS MORNING,SPORTS,Morning,SEC,,,,,,,,,,,,,,,,,756,6,530,5,"1,286",11
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Monday,NATIONAL,* TOTAL US,SIMPSONS,ENTERTAINMENT,Afternoon,FXX,,,,,,,,,,,,,,,,,,,172,2,172,2
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Monday,NATIONAL,* TOTAL US,SPIRAL,ENTERTAINMENT,Morning,FXX,,,,,,,,,,,,,,,,,,,344,3,344,3
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Monday,NATIONAL,* TOTAL US,SPORTSCENTER,SPORTS,Early Morning,ESPN,,,,,,,,,,,,,"4,074",2,,,,,,,"4,074",2
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Monday,NATIONAL,* TOTAL US,TRUESOUTH,ENTERTAINMENT,Early Morning,SEC,,,,,,,,,,,,,,,,,76,1,,,76,1
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Monday,NATIONAL,* TOTAL US,UFC ARCHIVAL,SPORTS,Late Fringe,ESP2,,,,,,,,,,,,,,,,,189,1,,,189,1
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Monday,NATIONAL,* TOTAL US,WEEKEND/BERNIE'S MOVIE,ENTERTAINMENT,Early Morning,FX,,,,,,,,,,,,,136,1,,,,,,,136,1
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Monday,NATIONAL,* TOTAL US,WOLVERINE MOVIE,ENTERTAINMENT,Morning,FXX,,,,,,,,,,,,,,,,,,,516,4,516,4
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Monday,NATIONAL,* TOTAL US,WOLVERINE MOVIE,ENTERTAINMENT,Afternoon,FXX,,,,,,,,,,,,,,,,,,,86,1,86,1
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Monday,NATIONAL,* TOTAL US,X-MEN MOVIE,ENTERTAINMENT,Afternoon,FX,,,,,,,,,,,,,282,1,,,,,,,282,1
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Monday,NATIONAL,* TOTAL US,X-MEN: FIRST CLASS,ENTERTAINMENT,Morning,FX,,,,,,,,,,,,,136,1,,,,,,,136,1
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Monday,NATIONAL,* TOTAL US,YANKEES-DODGERS: AN UNCI,ENTERTAINMENT,Prime Access,ESP2,,,,,,,,,,,,,,,,,640,2,,,640,2
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Tuesday,NATIONAL,* TOTAL US,30 FOR 30,SPORTS,Late Fringe,ESP2,,,,,,,,,,,,,,,,,187,1,,,187,1
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Tuesday,NATIONAL,* TOTAL US,30 FOR 30: BERLUSCONI: C,SPORTS,Prime Time,ESP2,,,,,,,,,,,,,,,,,461,1,,,461,1
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Tuesday,NATIONAL,* TOTAL US,BASEBALL TONIGHT,SPORTS,Afternoon,ESPN,,,,,,,,,,,,,,,,,"1,929",1,,,"1,929",1
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Tuesday,NATIONAL,* TOTAL US,BEHIND ENEMY LINES MOVIE,ENTERTAINMENT,Morning,FX,,,,,,,,,,,,,564,2,,,,,,,564,2
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Tuesday,NATIONAL,* TOTAL US,COLLEGE FOOTBALL GM,SPORTS,Prime Time,SEC,,,,,,,,,,,,,,,,,,,338,3,338,3
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Tuesday,NATIONAL,* TOTAL US,COLLEGE FOOTBALL GM,SPORTS,Late News,SEC,,,,,,,,,,,,,,,,,,,95,1,95,1
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Tuesday,NATIONAL,* TOTAL US,COLLEGE FOOTBALL GM,SPORTS,Late Fringe,SEC,,,,,,,,,,,,,,,,,,,95,1,95,1
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Tuesday,NATIONAL,* TOTAL US,COLLEGE VOLLEYBALL,SPORTS,Morning,SEC,,,,,,,,,,,,,,,,,,,302,2,302,2
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Tuesday,NATIONAL,* TOTAL US,COLLEGE VOLLEYBALL,SPORTS,Afternoon,SEC,,,,,,,,,,,,,,,,,,,302,2,302,2
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Tuesday,NATIONAL,* TOTAL US,CON AIR,ENTERTAINMENT,Afternoon,FX,,,,,,,,,,,,,,,,,,,"1,222",2,"1,222",2
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Tuesday,NATIONAL,* TOTAL US,DARK PHOENIX,ENTERTAINMENT,Morning,FXX,,,,,,,,,,,,,,,,,386,2,,,386,2
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Tuesday,NATIONAL,* TOTAL US,DAWN OF THE PLANET OF TH,ENTERTAINMENT,Early Morning,FX,,,,,,,,,,,,,136,1,,,,,,,136,1
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Tuesday,NATIONAL,* TOTAL US,DAWN OF THE PLANET OF TH,ENTERTAINMENT,Morning,FX,,,,,,,,,,,,,136,1,,,,,,,136,1
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Tuesday,NATIONAL,* TOTAL US,EMPTY MAN,ENTERTAINMENT,Morning,FXX,,,,,,,,,,,,,,,,,,,579,3,579,3
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Tuesday,NATIONAL,* TOTAL US,EMPTY MAN,ENTERTAINMENT,Afternoon,FXX,,,,,,,,,,,,,,,,,,,430,4,430,4
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Tuesday,NATIONAL,* TOTAL US,INCREDIBLE HULK MOVIE,ENTERTAINMENT,Morning,FX,,,,,,,,,,,,,282,1,,,,,,,282,1
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Tuesday,NATIONAL,* TOTAL US,INCREDIBLE HULK MOVIE,ENTERTAINMENT,Afternoon,FX,,,,,,,,,,,,,282,1,,,,,,,282,1
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Tuesday,NATIONAL,* TOTAL US,PAUL FINEBAUM SHOW,ENTERTAINMENT,Afternoon,SEC,,,,,,,,,,,,,,,,,510,2,340,2,850,4
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Tuesday,NATIONAL,* TOTAL US,PAUL FINEBAUM SHOW,ENTERTAINMENT,Early Fringe,SEC,,,,,,,,,,,,,,,,,"1,020",4,"2,040",8,"3,060",12
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Tuesday,NATIONAL,* TOTAL US,PAUL FINEBAUM SHOW,ENTERTAINMENT,Early News,SEC,,,,,,,,,,,,,,,,,"1,020",5,340,2,"1,360",7
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Tuesday,NATIONAL,* TOTAL US,PREDATORS MOVIE,ENTERTAINMENT,Afternoon,FX,,,,,,,,,,,,,,,,,,,"1,222",2,"1,222",2
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Tuesday,NATIONAL,* TOTAL US,READ & REACT,SPORTS,Early Morning,SEC,,,,,,,,,,,,,,,,,151,1,,,151,1
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Tuesday,NATIONAL,* TOTAL US,READ & REACT,SPORTS,Morning,SEC,,,,,,,,,,,,,,,,,452,2,151,1,603,3
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Tuesday,NATIONAL,* TOTAL US,SEC IN 60,SPORTS,Early Morning,SEC,,,,,,,,,,,,,,,,,"1,209",9,,,"1,209",9
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Tuesday,NATIONAL,* TOTAL US,SEC IN 60,SPORTS,Morning,SEC,,,,,,,,,,,,,,,,,"1,700",6,,,"1,700",6
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Tuesday,NATIONAL,* TOTAL US,SEC IN 60,SPORTS,Afternoon,SEC,,,,,,,,,,,,,,,,,340,1,,,340,1
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Tuesday,NATIONAL,* TOTAL US,SEC INSIDE,SPORTS,Prime Access,SEC,,,,,,,,,,,,,,,,,,,67,1,67,1
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Tuesday,NATIONAL,* TOTAL US,SEC INSIDE,SPORTS,Prime Time,SEC,,,,,,,,,,,,,,,,,201,2,326,3,527,5
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Tuesday,NATIONAL,* TOTAL US,SEC NOW,SPORTS,Early Morning,SEC,,,,,,,,,,,,,,,,,,,76,1,76,1
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Tuesday,NATIONAL,* TOTAL US,SEC NOW,SPORTS,Morning,SEC,,,,,,,,,,,,,,,,,151,1,472,3,623,4
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Tuesday,NATIONAL,* TOTAL US,SEC NOW,SPORTS,Afternoon,SEC,,,,,,,,,,,,,,,,,,,302,2,302,2
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Tuesday,NATIONAL,* TOTAL US,SEC NOW,SPORTS,Early Fringe,SEC,,,,,,,,,,,,,,,,,,,510,3,510,3
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Tuesday,NATIONAL,* TOTAL US,SEC NOW,SPORTS,Early News,SEC,,,,,,,,,,,,,,,,,,,170,1,170,1
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Tuesday,NATIONAL,* TOTAL US,SEC NOW,SPORTS,Prime Access,SEC,,,,,,,,,,,,,,,,,201,2,134,2,335,4
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Tuesday,NATIONAL,* TOTAL US,SEC NOW,SPORTS,Prime Time,SEC,,,,,,,,,,,,,,,,,335,4,162,2,497,6
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Tuesday,NATIONAL,* TOTAL US,SEC NOW,SPORTS,Late Fringe,SEC,,,,,,,,,,,,,,,,,,,189,1,189,1
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Tuesday,NATIONAL,* TOTAL US,SEC NOW: OPEN MIC,SPORTS,Afternoon,SEC,,,,,,,,,,,,,,,,,753,3,906,6,"1,659",9
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Tuesday,NATIONAL,* TOTAL US,SIMPSONS,ENTERTAINMENT,Afternoon,FXX,,,,,,,,,,,,,78,1,,,86,1,946,9,"1,110",11
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Tuesday,NATIONAL,* TOTAL US,SIMPSONS MOVIE,ENTERTAINMENT,Afternoon,FXX,,,,,,,,,,,,,,,83,1,,,,,83,1
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Tuesday,NATIONAL,* TOTAL US,SPORTSCENTER,SPORTS,Early Morning,ESPN,,,,,,,,,,,,,,,"1,895",1,,,,,"1,895",1
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Tuesday,NATIONAL,* TOTAL US,SPORTSCENTER,SPORTS,Early Fringe,ESPN,,,,,,,,,,,,,,,"6,435",1,,,,,"6,435",1
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Tuesday,NATIONAL,* TOTAL US,THOR: RAGNAROK,ENTERTAINMENT,Afternoon,FX,,,,,,,,,,,,,,,,,,,"3,055",5,"3,055",5
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Tuesday,NATIONAL,* TOTAL US,TRUESOUTH,ENTERTAINMENT,Early Morning,SEC,,,,,,,,,,,,,,,,,76,1,,,76,1
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Tuesday,NATIONAL,* TOTAL US,TRUESOUTH,ENTERTAINMENT,Afternoon,SEC,,,,,,,,,,,,,,,,,286,1,,,286,1
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Tuesday,NATIONAL,* TOTAL US,TRUESOUTH,ENTERTAINMENT,Prime Time,SEC,,,,,,,,,,,,,,,,,410,3,82,1,492,4
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Tuesday,NATIONAL,* TOTAL US,VENOM MOVIE,ENTERTAINMENT,Afternoon,FX,,,,,,,,,,,,,,,,,,,611,1,611,1
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Tuesday,NATIONAL,* TOTAL US,WOMEN'S CLLG VOLLEYBALL,SPORTS,Morning,SEC,,,,,,,,,,,,,,,,,302,2,151,1,453,3
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Tuesday,NATIONAL,* TOTAL US,WOMEN'S CLLG VOLLEYBALL,SPORTS,Afternoon,SEC,,,,,,,,,,,,,,,,,151,1,,,151,1
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Tuesday,NATIONAL,* TOTAL US,WOMEN'S CLLG VOLLEYBALL,SPORTS,Prime Access,ESP2,,,,,,,,,,,,,,,,,390,1,,,390,1
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Tuesday,NATIONAL,* TOTAL US,WOMEN'S COLLEGE SOCCER,SPORTS,Morning,SEC,,,,,,,,,,,,,,,,,151,1,170,1,321,2
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Tuesday,NATIONAL,* TOTAL US,WOMEN'S COLLEGE SOCCER,SPORTS,Afternoon,SEC,,,,,,,,,,,,,,,,,151,1,,,151,1
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Wednesday,NATIONAL,* TOTAL US,30 FOR 30,SPORTS,Late Fringe,ESP2,,,,,,,,,,,,,,,,,461,1,,,461,1
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Wednesday,NATIONAL,* TOTAL US,ALIENS MOVIE,ENTERTAINMENT,Afternoon,FXX,,,,,,,,,,,,,,,,,,,249,3,249,3
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Wednesday,NATIONAL,* TOTAL US,BOB'S BURGERS,ENTERTAINMENT,Afternoon,FXX,,,,,,,,,,,,,,,83,1,,,,,83,1
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Wednesday,NATIONAL,* TOTAL US,COLLEGE FOOTBALL GM,SPORTS,Early Morning,SEC,,,,,,,,,,,,,,,,,129,1,,,129,1
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Wednesday,NATIONAL,* TOTAL US,COLLEGE FOOTBALL GM,SPORTS,Morning,SEC,,,,,,,,,,,,,,,,,693,5,261,3,954,8
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Wednesday,NATIONAL,* TOTAL US,COLLEGE FOOTBALL GM,SPORTS,Afternoon,SEC,,,,,,,,,,,,,,,,,433,3,"1,309",11,"1,742",14
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Wednesday,NATIONAL,* TOTAL US,COLLEGE FOOTBALL GM,SPORTS,Prime Time,SEC,,,,,,,,,,,,,,,,,190,2,257,3,447,5
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Wednesday,NATIONAL,* TOTAL US,COLLEGE FOOTBALL GM,SPORTS,Late Fringe,SEC,,,,,,,,,,,,,,,,,189,1,,,189,1
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Wednesday,NATIONAL,* TOTAL US,COLLEGE VOLLEYBALL,SPORTS,Prime Access,SEC,,,,,,,,,,,,,,,,,,,67,1,67,1
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Wednesday,NATIONAL,* TOTAL US,COLLEGE VOLLEYBALL,SPORTS,Prime Time,SEC,,,,,,,,,,,,,,,,,,,134,2,134,2
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Wednesday,NATIONAL,* TOTAL US,DIE HARD WITH A VENGEANC,ENTERTAINMENT,Afternoon,FX,,,,,,,,,,,,,,,,,,,472,2,472,2
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Wednesday,NATIONAL,* TOTAL US,FUTURAMA,ENTERTAINMENT,Overnight,FXX,,,,,,,,,,,,,,,416,2,,,,,416,2
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Wednesday,NATIONAL,* TOTAL US,GRUDGE MOVIE,ENTERTAINMENT,Afternoon,FXX,,,,,,,,,,,,,,,,,,,537,3,537,3
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Wednesday,NATIONAL,* TOTAL US,HEAT,ENTERTAINMENT,Morning,FX,,,,,,,,,,,,,,,,,,,611,1,611,1
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Wednesday,NATIONAL,* TOTAL US,INSIDIOUS: THE RED DOOR,ENTERTAINMENT,Morning,FXX,,,,,,,,,,,,,,,,,,,193,1,193,1
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Wednesday,NATIONAL,* TOTAL US,INSIDIOUS: THE RED DOOR,ENTERTAINMENT,Afternoon,FX,,,,,,,,,,,,,,,,,,,"1,222",2,"1,222",2
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Wednesday,NATIONAL,* TOTAL US,INVINCIBLE MOVIE,ENTERTAINMENT,Afternoon,FX,,,,,,,,,,,,,,,,,611,1,,,611,1
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Wednesday,NATIONAL,* TOTAL US,ME MYSELF & IRENE,ENTERTAINMENT,Morning,FX,,,,,,,,,,,,,564,2,,,,,,,564,2
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Wednesday,NATIONAL,* TOTAL US,MENU MOVIE,ENTERTAINMENT,Afternoon,FXX,,,,,,,,,,,,,,,,,,,902,6,902,6
Chomps,Chomps,Television,Cable TV,Walt Disney Co,Wednesday,NATIONAL,* TOTAL US,MLB SQUEEZE PLAY,SPORTS,Prime Time,ESP2,,,,,,,,,,,,,,,,,461,1,,,461,1
